Artist,Attendance,Gross,Bands in Town
Mushroomhead,446,"$10,114.00","2,321"
The Dip,446,"$6,839.00","497,354"
From Ashes To New,445,"$8,681.00","1,210"
Samantha Fish,445,"$10,173.00",896
Dave Davies,444,"$23,141.00","497,354"
Shamarr Allen & The Underdawgs,444,"$19,053.00","497,354"
Dee Dee Bridgewater,443,"$21,397.00",67
Middle Kids,443,"$7,766.00",133
Noah Cyrus,443,"$8,705.00","1,918"
Sadgirl,443,"$6,904.00","497,354"
The Regrettes,443,"$7,308.00",330
Cisco Adler,442,"$10,050.00",355
HVOB,442,"$11,200.00",48
Paper Diamond,442,"$10,027.00","497,354"
The New Mastersounds,442,"$9,027.00",437
The Travelin' McCourys,442,"$11,559.00",245
Chad Lawson,441,"$20,704.00",30
Joey Alexander,441,"$24,326.00",266
Too Many Zooz,441,"$8,505.00","1,037"
TSOL,441,"$7,393.00","497,354"
Altin Gün,440,"$9,245.00","497,354"
Drake White And The Big Fire,440,"$9,747.00",11
Easy Life,440,"$7,376.00",127
The Weepies,440,"$14,157.00",959
Amyl And The Sniffers,439,"$6,314.00","497,354"
Deer Tick,439,"$11,974.00",818
Japandroids,439,"$10,056.00",670
Theo Katzman,439,"$8,914.00",95
TR/ST,439,"$7,820.00",116
Weyes Blood,439,"$7,400.00",172
Bruce Cockburn,438,"$19,015.00",194
Neon Indian,438,"$10,414.00","1,987"
Patterson Hood,438,"$10,506.00",282
Riot Ten,438,"$8,570.00",573
The 69 Eyes,438,"$11,212.00",611
Béla Fleck & Abigail Washburn,437,"$22,129.00",12
Eric Johnson,437,"$16,048.00","1,449"
Foreigners Journey - Trib. to Foreigner & Journey,437,"$16,183.00","497,354"
Giant Panda Guerilla Dub Squad,437,"$10,316.00",496
Immortal Technique,437,"$10,196.00","2,776"
Lotus Land RUSH Tribute,437,"$12,224.00",19
Pedro The Lion,437,"$10,416.00","497,354"
The Dan Band,437,"$11,512.00",392
The Samples,437,"$13,565.00",9
Wet,437,"$10,989.00","1,037"
Anthony David,436,"$15,310.00",208
MarchFourth,436,"$9,046.00",142
KOJAQUE,435,"$7,435.00","497,354"
Kristina Kuzmic,435,"$18,241.00","497,354"
Thy Art Is Murder,435,"$11,300.00","2,874"
Todd Snider,435,"$13,301.00",822
Case,434,"$4,940.00",475
Colony House,434,"$7,475.00","1,108"
Dion Timmer,434,"$8,395.00",333
Lala Lala,434,"$9,117.00",60
The Band Perry,434,"$13,603.00","14,015"
The Kingdom Choir,434,"$12,975.00","497,354"
The Sheepdogs,434,"$9,069.00",243
Drama,433,"$7,040.00","497,354"
John Conlee,433,"$16,844.00",196
Prof,433,"$8,619.00",216
Resurrection - Trib. to Journey,433,"$9,276.00","497,354"
Rob Schneider,433,"$16,236.00",131
Against Me!,432,"$9,300.00","3,855"
Circles Around The Sun,432,"$9,191.00",61
Earth,432,"$7,494.00",370
FM-84,432,"$7,102.00",131
Jade Bird,432,"$8,312.00",129
Mayhem,432,"$11,372.00",532
Monster Truck,432,"$10,061.00",220
Space Laces,432,"$7,790.00","497,354"
Dirtwire,431,"$8,483.00",121
Failure,431,"$12,841.00",361
Justin Hayward,431,"$27,163.00",76
Sloppy Seconds,431,"$6,583.00",114
Wolves In The Throne Room,431,"$17,797.00","497,354"
Zebrahead,431,"$10,472.00",531
Britt Daniel,430,"$16,382.00",18
Face To Face,430,"$11,694.00","497,354"
Lee Greenwood,430,"$19,982.00",470
Moonchild,430,"$9,972.00",230
Stella Donnelly,430,"$7,087.00",55
The Garden,430,"$6,863.00",558
Tourist,430,"$9,747.00",279
Anthony Green,429,"$8,964.00","2,325"
J.S. Ondara,429,"$6,985.00","497,354"
Squirrel Nut Zippers,429,"$15,983.00",785
Moonshine Bandits,428,"$12,240.00","497,354"
The Faint,428,"$10,418.00",914
The Rippingtons Feat. Russ Freeman,428,"$19,480.00","497,354"
Tigers Jaw,428,"$9,075.00","2,733"
Atlanta Rhythm Section,427,"$20,804.00",644
Mount Eerie,427,"$9,261.00",214
Muna,427,"$8,780.00",259
Slenderbodies,427,"$7,601.00",154
Amen Dunes,426,"$7,902.00",70
Dead Cross,426,"$15,111.00",177
Django Django,426,"$9,829.00",371
Eskimo Callboy,426,"$13,895.00",393
John Berry,426,"$16,365.00",252
Lucia Micarelli,426,"$17,787.00",92
Watain,426,"$8,925.00",569
A Peter White Christmas,425,"$24,086.00","497,354"
Beth Orton,425,"$12,151.00",273
Demon Hunter,425,"$10,010.00","1,896"
Kitchen Dwellers,425,"$7,588.00","497,354"
The Fever 333,425,"$7,733.00","497,354"
Corrosion Of Conformity,424,"$10,711.00","497,354"
Jantsen,424,"$7,833.00",239
KICK - The INXS Experience,424,"$5,970.00","497,354"
Melanie Fiona,424,"$17,649.00","1,747"
Saved By The 90s,424,"$5,549.00","497,354"
Camp Cope,423,"$7,180.00","497,354"
Charlesthefirst,423,"$7,748.00","497,354"
Journeyman A Trib. To Eric Clapton,423,"$11,211.00","497,354"
Margaret Cho,423,"$18,382.00","497,354"
Tuxedo,423,"$9,444.00",165
Brandon Lay,422,"$7,902.00",148
Coast Modern,422,"$7,046.00",726
Copeland,422,"$8,796.00","1,935"
Penny and Sparrow,422,"$9,200.00",311
Bbno$,421,"$10,348.00",322
Jesse Cook,421,"$17,050.00",7
Kasbo,421,"$6,596.00",287
Meg Myers,421,"$8,266.00",701
Billy Gardell,420,"$19,328.00",20
Janis Ian,420,"$20,823.00",976
Lloyd Cole,420,"$15,003.00",78
The Fixx,420,"$16,344.00",946
Zeal & Ardor,420,"$7,420.00",165
Black Pistol Fire,419,"$8,209.00",228
Bridget Everett,419,"$16,807.00",14
David Archuleta,419,"$16,920.00","3,200"
Foxing,419,"$7,103.00","1,520"
Nightmares On Wax,419,"$8,734.00","497,354"
Radical Face,419,"$10,939.00","1,237"
Har Mar Superstar,418,"$10,531.00",131
King No-One,418,"$5,416.00",13
Rockapella,418,"$16,290.00",310
Talos,418,"$8,733.00","497,354"
The Lemon Twigs,418,"$7,599.00","497,354"
Anti-Flag,417,"$8,640.00","2,097"
BUKU,417,"$7,376.00","497,354"
Catherine Russell,417,"$12,062.00",32
Late Night Radio,417,"$8,362.00",151
Murder By Death,417,"$9,006.00",589
The Pineapple Thief,417,"$11,343.00",0
The Teskey Brothers,417,"$7,540.00",102
Delfeayo Marsalis,416,"$13,567.00",39
Grayscale,416,"$7,420.00",654
Meshell Ndegeocello,416,"$15,148.00",433
Roy Ayers,416,"$18,157.00",272
The Horrors,416,"$8,943.00",487
Tiger Army,416,"$10,775.00","1,233"
Vincint,416,"$4,997.00","497,354"
Wild Child,416,"$6,819.00",552
Diarrhea Planet,415,"$6,273.00",218
Dizzy Wright,415,"$9,170.00","2,252"
Luca Lush,415,"$6,966.00","497,354"
Plini,415,"$10,207.00",899
Sammy Rae & The Friends,415,"$4,895.00","497,354"
Syml,415,"$8,000.00","497,354"
Ambrosia,414,"$18,316.00",747
Arrested Development,414,"$12,603.00",509
Bruno Major,414,"$7,344.00",402
Idan Raichel,414,"$25,970.00",61
Speedy Ortiz,414,"$6,398.00",286
We Are Messengers,414,"$7,247.00",703
Helmet,413,"$9,726.00","1,128"
Simply Three,413,"$10,908.00",156
Adrianne Lenker,412,"$7,164.00",69
Leo Kottke,412,"$16,298.00",171
The Nightowls,412,"$12,263.00",38
Alice Glass,411,"$9,799.00",351
Ghost Light,411,"$7,424.00",53
Lisa Fischer,411,"$20,420.00",156
Luttrell,411,"$5,918.00",91
Defunk,410,"$5,290.00",72
Shannon Shaw,410,"$5,242.00",14
North Mississippi Allstars,409,"$9,982.00",791
Sweet Honey In The Rock,409,"$16,875.00","497,354"
VOENA,409,"$10,225.00","497,354"
We Were Promised Jetpacks,409,"$7,906.00",806
Amanda Lindsey Cook,408,"$10,234.00","497,354"
Johnny Orlando,408,"$9,721.00",255
Kyle Cease,408,"$22,625.00",30
Nightly,408,"$9,083.00",262
Ra Ra Riot,408,"$8,791.00","1,491"
Geoff Rickly,407,"$7,983.00",22
Habibi,407,"$6,403.00",37
Masego,407,"$8,215.00",882
Saba,407,"$7,431.00",967
Al Di Meola,406,"$19,047.00",943
Cable Ties,406,"$8,492.00",1
Cam,406,"$11,371.00","1,585"
Pieces Of A Dream,406,"$17,357.00","497,354"
Saves The Day,406,"$10,328.00","1,748"
Soulfly,406,"$8,749.00","2,221"
The Cribs,406,"$10,909.00",260
Delta Rae,405,"$11,545.00",772
Nile,405,"$9,706.00","1,500"
Peter Wolf,405,"$24,269.00",187
Tape Face,405,"$11,141.00",19
The Hot Sardines,405,"$15,649.00",150
Frenship,404,"$7,302.00",266
Max,404,"$7,790.00","497,354"
Vincent,404,"$7,080.00",136
Alex Cameron,403,"$7,918.00",85
Allah-Las,403,"$9,052.00",426
Curtis Salgado,403,"$11,848.00",85
Heart Bones,403,"$8,659.00",4
Marc Cohn,403,"$19,916.00",698
Matt Andersen,403,"$13,135.00",40
Matty Matheson,403,"$10,536.00","497,354"
Pablo Cruise,403,"$15,366.00",212
Quix,403,"$8,123.00","497,354"
Spyro Gyra,403,"$20,769.00",454
The Ike Reilly Assassination,403,"$8,527.00",13
The Movement,403,"$6,444.00","2,045"
Chastity Belt,402,"$6,005.00",257
Knower,402,"$7,845.00","497,354"
Kranium,402,"$9,306.00",549
Rachel Brathen,402,"$24,280.00","497,354"
Stanton Moore,402,"$10,140.00",292
Cold Cave,401,"$8,546.00",315
Kate Nash,401,"$9,480.00","2,009"
Parachute,401,"$9,393.00","4,851"
Biig Piig,400,"$4,672.00",39
Great Dane,400,"$7,658.00",145
Invisibl Skratch Piklz,400,"$14,065.00",71
Lee Foss,400,"$7,200.00",143
Mija (EDM),400,"$8,000.00","497,354"
Novo Amor,400,"$6,746.00",419
Will Clarke,400,"$7,704.00",155
Wooli,400,"$5,657.00",154
Yung Bans,400,"$1,132.00",467
Dan Cummins,399,"$10,300.00",592
Monolink,399,"$6,380.00",48
The Fritz,399,"$5,977.00",305
Token,399,"$6,814.00","1,182"
Jen Kirkman,398,"$10,609.00",27
Procol Harum,398,"$29,605.00",413
The Bronx,398,"$17,510.00",368
Dirty Honey,397,"$12,331.00",176
Lee Ann Womack,397,"$14,570.00","1,621"
Pablo Francisco,397,"$12,121.00",68
Ro James,397,"$10,045.00",496
Ugly God,397,"$9,990.00","1,405"
Blaqk Audio,396,"$7,928.00",542
CRX,396,"$10,779.00",52
Jay Electronica,396,"$10,512.00",700
Mr. Bill,396,"$6,721.00",105
On A Winter's Night,396,"$19,617.00","497,354"
Rhea Butcher,396,"$8,788.00",2
The High Kings,396,"$13,694.00",317
The Wind + The Wave,396,"$17,415.00","497,354"
Code Orange,395,"$8,751.00","1,203"
Doja Cat,395,"$6,902.00","497,354"
American Authors,394,"$9,869.00","4,511"
Betty Buckley,394,"$23,755.00",14
Coasts,394,"$6,390.00",608
Larkin Poe,394,"$10,685.00","1,031"
Obituary,394,"$9,752.00","1,881"
Gang Of Youths,393,"$6,375.00",194
Joan Osborne,393,"$16,942.00",487
Jordan Rakei,393,"$8,249.00",253
Maggie Rose,393,"$8,346.00",475
Nic Cester,393,"$7,066.00",7
Rayland Baxter,393,"$8,261.00",319
Ruthie Foster,393,"$12,526.00",139
The Veils,393,"$4,590.00",152
Drugdealer,392,"$6,383.00",108
Gaelic Storm,392,"$12,642.00",760
Kathy Mattea,392,"$14,575.00",225
Lissie,392,"$9,709.00",813
Lunice,392,"$3,920.00",153
Margaret Glaspy,392,"$6,369.00",102
Shallou,392,"$6,036.00",287
Dan Mangan + Blacksmith,391,"$8,663.00",19
"Now, Now",391,"$6,443.00",801
Roy Wood$,391,"$9,221.00","497,354"
The Dirty Dozen Brass Band,391,"$12,607.00",213
Baauer,390,"$10,242.00","1,809"
Chuck Ragan,390,"$9,181.00",453
Clan Of Xymox,390,"$9,941.00","497,354"
Outlaws,390,"$18,330.00","1,322"
Allan Rayman,389,"$7,870.00",233
Laura Jane Grace,389,"$7,805.00",235
Blanco Brown,388,"$5,347.00",137
Rivers Cuomo,388,"$14,826.00",446
World's Finest,388,"$6,124.00",13
Yung Bae,388,"$7,051.00","497,354"
Augustana,387,"$7,555.00",4
Ayla Nereo,387,"$8,846.00",112
George Winston,387,"$15,478.00",470
I Don't Know How But They Found Me,387,"$6,439.00",27
Joris Voorn,387,"$6,862.00",243
Mo Lowda & The Humble,387,"$7,476.00",73
Colin Quinn,386,"$14,701.00",8
Fu Manchu,386,"$6,448.00",408
Jerry Douglas,386,"$27,927.00",471
Lucky Chops,386,"$6,696.00",849
New Kingston,386,"$5,775.00",303
Steve Lemme & Kevin Heffernan,386,"$8,663.00","497,354"
Dark Tranquillity,385,"$13,041.00",852
Pete Yorn,385,"$13,578.00",966
Roy Blair,385,"$6,425.00",439
Twelve-Twenty Four - A Trans-Siberian Orchestra Trib.,385,"$12,233.00","497,354"
Freekbass,384,"$7,356.00",64
Indubious,384,"$7,184.00",69
Six60,384,"$8,237.00",60
The Naked And Famous,384,"$16,015.00","497,354"
Chelsea Wolfe,383,"$9,385.00",698
Joesef,383,"$5,293.00",17
Soccer Mommy,383,"$5,867.00",399
The Waifs,383,"$14,088.00",60
Vintage Trouble,383,"$12,470.00",504
Broken Arrow - The Music of Neil Young,382,"$10,244.00",0
Dave East,382,"$10,328.00",940
Joseph,382,"$9,913.00",284
Missio,382,"$6,654.00","497,354"
PRhyme,382,"$8,668.00","497,354"
Saint Etienne,382,"$12,338.00",117
All Them Witches,381,"$5,854.00",277
"Ballet Jazz Montréal Presents ""Leonard Cohen's Dance Me""",381,"$3,810.00","497,354"
Veil Of Maya,381,"$8,312.00","497,354"
Exes,380,"$4,620.00","497,354"
Juana Molina,380,"$7,916.00",54
Lil Keed,380,"$9,856.00",284
Paul Taylor,380,"$10,640.00",152
Uranium Club,380,"$5,700.00","497,354"
Andrew Belle,379,"$8,374.00",943
Penguin Cafe,379,"$10,579.00","497,354"
Raleigh Ritchie,379,"$8,368.00",317
Richie Furay,379,"$22,883.00",44
Sasheer Zamata,379,"$15,030.00",8
Albert Hammond Jr.,378,"$8,446.00",430
Four Bitchin' Babes,378,"$12,990.00",18
Goose,378,"$4,894.00",123
Jr. Jr.,378,"$7,620.00","497,354"
Marc Roberge,378,"$19,433.00",9
Memba,378,"$1,890.00",47
Phantoms,378,"$6,866.00",323
Hawthorne Heights,377,"$7,095.00","4,177"
Lizz Wright,377,"$14,136.00",122
Lords Of Acid,377,"$9,602.00","497,354"
Paul Thorn,377,"$13,396.00",424
Petty Theft - San Francisco Tribute to Tom Petty & The Heartbreakers,377,"$8,300.00","497,354"
Tijuana Panthers,377,"$6,946.00",191
Agnostic Front,376,"$6,569.00","1,347"
Edwin McCain,376,"$13,922.00","2,190"
EOTO,376,"$7,293.00",789
James Vincent McMorrow,376,"$9,871.00","1,368"
The Feelies,376,"$8,783.00",129
Ex Hex,375,"$8,088.00","497,354"
Mewithoutyou,375,"$8,224.00","497,354"
Sorority Noise,375,"$6,500.00","1,502"
The Smithereens,375,"$15,425.00",496
The Sword,375,"$8,179.00","1,178"
Matt Stell,374,"$5,610.00",131
Twin XL,374,"$4,803.00",45
Vic Mensa,374,"$14,868.00","2,060"
Christian Scott,373,"$9,477.00",122
Lucki,373,"$5,685.00",133
Robben Ford,373,"$12,188.00",291
The Drunken Hearts,373,"$5,410.00",13
The Sweet (Feat. Steve Priest),373,"$7,232.00","497,354"
Uniform,373,"$5,165.00",29
Crooked Colours,372,"$6,511.00",165
Janeane Garofalo,372,"$13,242.00",11
John Splithoff,372,"$6,215.00",94
Stars,372,"$8,244.00","1,350"
The Blind Boys Of Alabama,372,"$16,029.00","497,354"
The Crystal Method,372,"$7,468.00","1,970"
Kongos,371,"$8,722.00","2,373"
Laxx,371,"$5,308.00","497,354"
Nina Nesbitt,371,"$5,890.00",434
Trollphace,371,"$5,308.00","497,354"
Tropidelic,371,"$7,497.00",680
Dabin,370,"$5,236.00",354
Despised Icon,370,"$7,769.00","1,066"
Eprom,370,"$6,406.00",215
Generationals,370,"$6,164.00",631
Manila Killa,370,"$5,839.00",185
T Bone Burnett,370,"$23,014.00","497,354"
The Rural Alberta Advantage,370,"$7,400.00",194
Grateful Shred,369,"$5,891.00",12
The Bell Ringer,369,"$14,665.00","497,354"
Those Damn Crows,369,"$4,841.00",2
American Nightmare,368,"$8,285.00",139
Carnifex,368,"$7,505.00","2,109"
Freddy & Francine,368,"$9,702.00",11
Jmsn,368,"$7,154.00",605
Kyle Watson,368,"$7,132.00",57
Yheti,368,"$6,793.00",265
Yoshi Flower,368,"$6,730.00",19
Confederate Railroad,367,"$8,682.00",494
Gondwana,367,"$2,438.00","497,354"
Gretchen Parlato,367,"$4,026.00",127
Magic Men Live!,367,"$14,522.00","497,354"
Walden,367,"$4,098.00","497,354"
Low Cut Connie,366,"$6,021.00",55
Maddy O'Neal,366,"$6,966.00",34
Molly Hatchet,366,"$16,295.00","1,329"
Swervedriver,366,"$10,208.00",135
The Unthanks,366,"$9,898.00",11
Richard Elliot,365,"$21,052.00",374
Summer Salt,365,"$6,273.00",723
Fat Nick,364,"$8,245.00",568
Los Coast,364,"$4,911.00",14
Peter Bjorn And John,364,"$8,664.00","497,354"
Taylor Bennett,364,"$7,344.00",345
Witt Lowry,364,"$6,593.00",689
Cinematic Orchestra,363,"$11,549.00","497,354"
Jake Miller,363,"$10,702.00","3,370"
Lion Babe,363,"$8,046.00",309
Red Shahan,363,"$5,345.00",31
Barclay Crenshaw,362,"$9,050.00",233
Curren$y,362,"$10,602.00","3,580"
Lee Ritenour,362,"$12,400.00",366
Polica,362,"$7,716.00",401
Sons Of Serendip,362,"$6,580.00",98
Death Angel,361,"$8,778.00","1,146"
Diet Cig,361,"$5,516.00",331
Eric Bellinger,361,"$8,591.00","497,354"
Louis Cole,361,"$5,360.00",95
Subdocta,361,"$4,813.00","497,354"
The Steel Woods,361,"$6,052.00",170
Hey Violet,360,"$5,743.00","497,354"
Night Birds,360,"$5,655.00",120
Rory Scovel,360,"$6,719.00",29
Steve Tyrell,360,"$21,572.00",134
Texas,360,"$20,900.00",124
The Contortionist,360,"$6,930.00","1,928"
Yasmine Hamdan,360,"$9,818.00",26
Bombino,359,"$9,002.00",77
Lydia,359,"$6,636.00","1,736"
Movements,359,"$6,039.00","1,783"
Red Fang,359,"$8,832.00",842
Role Model,359,"$5,800.00",141
Stone Broken,359,"$7,070.00",35
The Weight Band,359,"$12,268.00",51
Break Of Reality,358,"$8,631.00","497,354"
Bully,358,"$7,970.00",266
James McMurtry,358,"$9,794.00",521
Max Weinberg's Jukebox,358,"$17,522.00","497,354"
Davisson Brothers Band,357,"$9,318.00",50
Elderbrook,357,"$6,662.00",150
Jax Anderson ( fka Flint Eastwood ),357,"$8,419.00","497,354"
Moody Good,357,"$3,597.00",182
Devon Gilfillian,356,"$4,763.00",47
Havok,356,"$6,085.00","497,354"
Hucci,356,"$6,419.00",528
Mitis,356,"$4,984.00",604
Ought,356,"$5,104.00",134
Ray On My Mind,356,"$11,061.00","497,354"
The Lords Of 52nd Street,356,"$13,529.00","497,354"
Beth Stelling,355,"$23,658.00",11
Cockney Rejects,355,"$10,398.00",114
Dombresky,355,"$5,811.00",118
Fakear,355,"$6,468.00",80
K Camp,355,"$9,297.00","4,441"
Kelsey Lu,355,"$9,935.00",79
Maxo Kream,355,"$7,751.00",461
SHEL,355,"$3,874.00",111
Butch Walker,354,"$7,883.00",616
Devin Dawson,354,"$5,279.00",589
Lil Rel,354,"$10,620.00",2
Rings Of Saturn,354,"$6,516.00","1,941"
Zola Jesus,354,"$8,018.00",342
Cassadee Pope,353,"$6,283.00","5,134"
Odezenne,353,"$6,297.00",7
Red Baraat,353,"$7,977.00",53
The Grant Farm,353,"$4,646.00",30
The Magnetic Fields,352,"$18,480.00",537
Baynk,351,"$5,832.00","497,354"
Demun Jones,351,"$6,378.00",220
Hinds,351,"$5,898.00",257
Mstrkrft,351,"$6,518.00","497,354"
Wade Bowen,351,"$7,042.00",744
Divino Niño,350,"$4,200.00",21
Duster,350,"$8,750.00",80
Evan Giia,350,"$5,313.00","497,354"
John Lodge,350,"$18,424.00",80
Reigning Sound,350,"$6,354.00",48
The Night Game,350,"$4,176.00",111
The Spits,350,"$7,102.00",62
Break Science,349,"$6,943.00",724
Duff McKagan,349,"$15,177.00",427
Fruit Bats,349,"$6,968.00",387
Harold Melvin's Bluenotes,349,"$19,250.00","497,354"
Perpetual Groove,349,"$7,103.00",765
Bilal,348,"$11,994.00",747
Cash Campbell,348,"$9,061.00",135
Desert Hearts,348,"$9,100.00",25
Diane Coffee,348,"$9,649.00",58
Iyla,348,"$5,316.00",26
Moose Blood,348,"$8,996.00","1,902"
Silent Planet,348,"$5,583.00","1,127"
Surf Curse,348,"$5,081.00",595
Champagne Drip,347,"$5,581.00",152
Choir! Choir! Choir!,347,"$7,233.00",18
Hot Mulligan,347,"$5,619.00",494
John Waite,347,"$15,152.00",653
Lunar Vacation,347,"$5,261.00",99
Reckless Kelly,347,"$8,888.00",879
The Elovaters,347,"$5,968.00",115
Bad Wolves,346,"$7,728.00",893
The Original Wailers,346,"$6,730.00",147
The Red Jumpsuit Apparatus,346,"$9,559.00","8,726"
Basement,345,"$6,925.00","2,098"
Ben Sollee,345,"$6,419.00",149
Christopher Titus,345,"$11,902.00","1,415"
Magic City Hippies,345,"$6,083.00",410
Rodney Crowell,345,"$14,841.00",195
The Ladygang,345,"$20,580.00","497,354"
The Seldom Scene,345,"$12,340.00",89
Brownout,344,"$6,285.00",60
Darkest Hour,344,"$5,570.00",2
Carbon Leaf,343,"$11,027.00",418
Cut Snake,343,"$5,345.00",80
Dos Santos,343,"$5,960.00",4
Long Beach Dub All Stars,343,"$7,205.00",14
Moon Hooch,343,"$6,219.00","497,354"
The Felice Brothers,343,"$8,236.00",257
Canned Heat,342,"$15,658.00",628
Rickie Lee Jones,342,"$16,559.00",399
Etana,341,"$5,713.00",472
Hiss Golden Messenger,341,"$6,945.00",215
Joey Dosik,341,"$5,829.00","497,354"
Russian Circles,341,"$6,603.00",860
The Sugarhill Gang,341,"$8,556.00",755
Bill Frisell,340,"$12,310.00",118
Black Peaks,340,"$5,662.00",37
"Frank Ferrante In ""An Evening With Groucho""",340,"$11,894.00","497,354"
Albert Hammond,339,"$12,530.00",54
Dying Fetus,339,"$7,269.00","1,802"
Gnash,339,"$6,893.00","3,476"
Rare Creatures,339,"$4,163.00",7
Vienna Teng,339,"$11,247.00",119
Against The Current,338,"$6,427.00",881
All Tvvins,338,"$8,739.00",24
Donna Missal,338,"$5,413.00",122
Dougie MacLean,338,"$9,802.00",25
Martha Redbone Roots Project,338,"$8,972.00",0
Miami Horror,338,"$7,606.00",575
She Wants Revenge,338,"$8,196.00","1,650"
With Confidence,338,"$5,542.00",992
Doom Flamingo,337,"$6,965.00",25
Lindsay Ell,337,"$7,420.00",569
No Vacation,337,"$4,867.00",514
Omara Portuondo,337,"$17,955.00",62
Ranky Tanky,337,"$12,486.00",27
Remo Drive,337,"$6,306.00",810
The Soft Moon,337,"$5,605.00",202
The Weeklings,337,"$10,752.00",29
Tom Papa,337,"$10,139.00",20
Xavier Wulf,337,"$7,228.00",856
Cass McCombs,336,"$6,532.00",259
Darlingside,336,"$8,137.00",82
Maxi Priest,336,"$8,970.00",515
Sass Jordan,336,"$8,117.00",94
Skerryvore,336,"$9,846.00","497,354"
The Go! Team,336,"$5,614.00",225
Bebel Gilberto,335,"$14,048.00",313
The Wrecks,335,"$5,544.00",529
Boris,334,"$7,573.00",527
Bury Your Dead,334,"$7,481.00",772
Funtcase,334,"$6,881.00",953
Grieves,334,"$5,853.00",685
J Mascis,334,"$10,986.00",329
Natasha Bedingfield,334,"$13,785.00","4,620"
